session_id,user_id,session_start,device,Landing_page,exit_page
SES_00782,USR_00764,2025-06-12 22:08:41,mobile,Home,landing
SES_00783,USR_00807,2025-03-19 04:19:59,mobile,Home,Category
SES_00784,USR_00321,2025-06-26 20:30:30,laptop,Category,landing
SES_00785,USR_00722,2025-01-11 12:36:59,mobile,Home,Product
SES_00786,USR_00790,2025-09-24 04:25:20,laptop,Ad_pdp,Category
SES_00787,USR_00284,2025-06-07 20:05:44,mobile,Ad_pdp,Product
SES_00788,USR_00019,2025-04-16 02:20:49,mobile,Home,Product
SES_00789,USR_00477,2025-01-26 13:16:06,mobile,Home,Checkout
SES_00790,USR_00631,2025-08-24 19:35:02,mobile,Category,Product
SES_00791,USR_00885,2025-06-29 06:53:59,tablet,Home,Cart
SES_00792,USR_00318,2025-05-04 23:37:25,mobile,Home,landing
SES_00793,USR_00538,2025-11-19 03:31:49,mobile,Category,landing
SES_00794,USR_00604,2025-08-02 14:46:47,tablet,Category,Cart
SES_00795,USR_00752,2025-12-03 01:21:59,mobile,Home,Cart
SES_00796,USR_00604,2025-03-27 08:33:19,mobile,Home,landing
SES_00797,USR_00095,2025-11-01 00:01:00,mobile,Category,Thank_you
SES_00798,USR_00493,2025-07-16 05:38:44,laptop,Home,Product
SES_00799,USR_00908,2025-07-09 18:03:54,laptop,Home,Product
SES_00800,USR_00470,2025-06-05 19:54:48,mobile,Home,landing
SES_00801,USR_00674,2025-08-25 18:35:10,mobile,Home,landing
SES_00802,USR_00252,2025-02-23 19:06:58,mobile,Home,Product
SES_00803,USR_00871,2025-12-04 03:59:49,mobile,Home,landing
SES_00804,USR_00029,2025-01-20 01:33:43,mobile,Home,landing
SES_00805,USR_00572,2025-11-30 07:29:46,mobile,Ad_pdp,Category
SES_00806,USR_00813,2025-04-16 17:53:47,laptop,Home,Category
SES_00807,USR_00444,2025-07-15 13:50:21,mobile,Product,Cart
SES_00808,USR_00206,2025-10-08 00:35:18,laptop,Home,Checkout
SES_00809,USR_00958,2025-06-05 03:58:51,laptop,Home,Checkout
SES_00810,USR_00592,2025-09-08 00:23:47,mobile,Home,Product
SES_00811,USR_00354,2025-11-11 06:29:39,mobile,Home,Category
SES_00812,USR_00798,2025-07-22 20:56:22,tablet,Home,Product
SES_00813,USR_00159,2025-05-05 19:13:54,mobile,Home,Cart
SES_00814,USR_00493,2025-06-06 05:42:55,mobile,Ad_pdp,landing
SES_00815,USR_00336,2025-04-10 18:21:45,mobile,Home,Cart
SES_00816,USR_00695,2025-11-22 13:42:37,mobile,Category,landing
SES_00817,USR_00926,2025-08-28 02:09:29,laptop,Category,Cart
SES_00818,USR_00240,2025-06-27 22:43:34,mobile,Home,Category
SES_00819,USR_00574,2025-02-13 15:48:55,mobile,Category,Category
SES_00820,USR_00527,2025-01-10 19:14:09,mobile,Home,landing
SES_00821,USR_00127,2025-10-17 12:57:31,mobile,Category,Product
SES_00822,USR_00432,2025-08-08 17:04:56,mobile,Category,Category
SES_00823,USR_00902,2025-10-24 09:34:22,mobile,Home,Category
SES_00824,USR_00568,2025-07-04 14:51:24,mobile,Category,Category
SES_00825,USR_00275,2025-10-27 13:14:14,mobile,Home,Product
SES_00826,USR_00087,2025-09-06 18:20:00,mobile,Home,Checkout
SES_00827,USR_00694,2025-10-06 21:00:11,mobile,Home,Cart
SES_00828,USR_00366,2025-12-18 16:25:47,mobile,Category,Cart
SES_00829,USR_00699,2025-03-21 09:21:43,mobile,Home,Product
SES_00830,USR_00054,2025-10-05 05:44:40,mobile,Home,Checkout
SES_00831,USR_00774,2025-12-07 22:34:49,mobile,Category,Product
SES_00832,USR_00143,2025-08-12 14:10:17,mobile,Product,landing
SES_00833,USR_00193,2025-07-14 15:30:12,mobile,Home,landing
SES_00834,USR_00498,2025-12-05 12:27:44,mobile,Ad_pdp,Checkout
SES_00835,USR_00018,2025-01-12 18:11:38,mobile,Home,Category
SES_00836,USR_00399,2025-01-06 18:52:04,mobile,Home,Thank_you
SES_00837,USR_00505,2025-07-27 01:23:32,mobile,Category,landing
SES_00838,USR_00279,2025-05-13 14:32:48,laptop,Home,landing
SES_00839,USR_00842,2025-05-13 04:54:39,tablet,Category,Checkout
SES_00840,USR_00755,2025-12-03 06:51:18,mobile,Home,Category
SES_00841,USR_00545,2025-11-27 20:10:49,mobile,Home,Cart
SES_00842,USR_00081,2025-01-15 21:34:51,mobile,Home,landing
SES_00843,USR_00703,2025-09-05 22:27:57,mobile,Home,landing
SES_00844,USR_00153,2025-03-16 09:34:41,mobile,Home,landing
SES_00845,USR_00729,2025-12-12 22:49:16,mobile,Category,Category
SES_00846,USR_00832,2025-04-08 03:51:23,mobile,Home,Product
SES_00847,USR_00771,2025-09-17 11:25:12,laptop,Category,landing
SES_00848,USR_00413,2025-11-23 15:23:58,tablet,Home,landing
SES_00849,USR_00281,2025-10-30 06:16:08,mobile,Home,landing
SES_00850,USR_00689,2025-05-09 06:38:17,mobile,Home,landing
SES_00851,USR_00240,2025-04-29 02:14:21,mobile,Category,landing
SES_00852,USR_00552,2025-06-29 12:53:12,mobile,Category,Category
SES_00853,USR_00944,2025-07-14 01:19:08,mobile,Category,Checkout
SES_00854,USR_00811,2025-06-18 10:31:48,mobile,Product,landing
SES_00855,USR_00227,2025-12-26 22:43:52,mobile,Home,Category
SES_00856,USR_00979,2025-02-18 16:58:03,mobile,Product,landing
SES_00857,USR_00559,2025-01-27 03:42:55,laptop,Home,Product
SES_00858,USR_00055,2025-12-30 18:22:02,mobile,Category,Category
SES_00859,USR_00126,2025-02-28 19:03:23,mobile,Home,Product
SES_00860,USR_00294,2025-11-03 06:36:36,mobile,Ad_pdp,Category
SES_00861,USR_00350,2025-12-01 19:42:56,mobile,Category,landing
SES_00862,USR_00255,2025-12-17 15:20:22,mobile,Category,Category
SES_00863,USR_00402,2025-12-17 06:16:15,mobile,Ad_pdp,Cart
SES_00864,USR_00179,2025-04-29 08:56:07,mobile,Category,Category
SES_00865,USR_00964,2025-01-24 20:50:30,laptop,Category,landing
SES_00866,USR_00343,2025-05-11 21:37:23,mobile,Category,Category
SES_00867,USR_00519,2025-03-01 23:52:27,mobile,Home,landing
SES_00868,USR_00400,2025-10-25 04:43:39,mobile,Home,Category
SES_00869,USR_00490,2025-07-12 09:55:40,mobile,Category,landing
SES_00870,USR_00474,2025-10-31 14:45:24,mobile,Home,landing
SES_00871,USR_00956,2025-08-04 01:29:47,mobile,Home,landing
SES_00872,USR_00603,2025-07-06 01:01:46,mobile,Home,Category
SES_00873,USR_00078,2025-01-02 22:26:40,mobile,Category,landing
SES_00874,USR_00531,2025-09-19 15:11:24,mobile,Category,landing
SES_00875,USR_00512,2025-04-27 05:32:08,mobile,Category,landing
SES_00876,USR_00216,2025-03-09 04:50:22,laptop,Category,Cart
SES_00877,USR_00615,2025-08-28 01:58:16,mobile,Category,Product
SES_00878,USR_00762,2025-11-05 01:39:39,mobile,Home,Cart
SES_00879,USR_00854,2025-12-11 05:21:00,mobile,Home,Cart
SES_00880,USR_00821,2025-06-14 07:49:07,mobile,Category,Product
SES_00881,USR_00620,2025-02-09 22:46:38,mobile,Category,landing
SES_00882,USR_00147,2025-01-28 20:32:07,mobile,Category,Product
SES_00883,USR_00313,2025-09-16 02:11:25,mobile,Home,Product
SES_00884,USR_00315,2025-10-24 00:40:06,mobile,Home,Category
SES_00885,USR_00785,2025-01-31 08:14:11,mobile,Home,landing
SES_00886,USR_00549,2025-01-31 17:50:46,mobile,Category,landing
SES_00887,USR_00874,2025-02-06 18:18:47,mobile,Home,landing
SES_00888,USR_00397,2025-12-29 23:00:55,mobile,Category,landing
SES_00889,USR_00586,2025-07-28 20:54:24,mobile,Home,Category
SES_00890,USR_00525,2025-06-15 18:14:10,mobile,Home,Category
SES_00891,USR_00838,2025-08-22 22:26:45,mobile,Category,Cart
SES_00892,USR_00648,2025-08-25 23:59:47,tablet,Home,Cart
SES_00893,USR_00029,2025-10-17 06:35:38,mobile,Home,Category
SES_00894,USR_00440,2025-07-23 01:46:04,laptop,Home,landing
SES_00895,USR_00669,2025-08-27 20:51:53,tablet,Home,Cart
SES_00896,USR_00753,2025-05-27 15:41:25,mobile,Category,landing
SES_00897,USR_00306,2025-01-30 12:36:56,mobile,Ad_pdp,landing
SES_00898,USR_00122,2025-08-26 03:44:11,mobile,Home,landing
SES_00899,USR_00739,2025-11-13 15:26:51,laptop,Product,Category
SES_00900,USR_00652,2025-04-09 21:45:53,mobile,Home,Checkout
SES_00901,USR_00384,2025-10-08 18:57:05,laptop,Product,Product
SES_00902,USR_00926,2025-07-21 21:36:58,mobile,Home,Category
SES_00903,USR_00879,2025-09-22 19:17:33,mobile,Home,Category
SES_00904,USR_00486,2025-07-10 21:05:43,tablet,Home,Category
SES_00905,USR_00741,2025-03-18 09:23:28,mobile,Home,Cart
SES_00906,USR_00969,2025-09-21 09:51:15,mobile,Home,Product
SES_00907,USR_00726,2025-12-15 00:16:43,tablet,Home,landing
SES_00908,USR_00719,2025-04-01 00:01:23,mobile,Home,Category
SES_00909,USR_00428,2025-05-06 18:22:03,laptop,Ad_pdp,landing
SES_00910,USR_00202,2025-09-12 14:24:59,mobile,Category,Product
SES_00911,USR_00440,2025-06-18 13:00:47,mobile,Product,Checkout
SES_00912,USR_00833,2025-09-20 19:34:19,mobile,Home,Category
SES_00913,USR_00754,2025-01-29 22:57:51,tablet,Product,landing
SES_00914,USR_00996,2025-01-05 01:09:10,mobile,Home,Category
SES_00915,USR_00510,2025-01-28 15:14:00,mobile,Category,landing
SES_00916,USR_00182,2025-09-20 03:29:25,mobile,Home,Category
SES_00917,USR_00328,2025-02-02 05:15:20,tablet,Product,landing
SES_00918,USR_00262,2025-05-05 16:06:12,mobile,Category,landing
SES_00919,USR_00826,2025-07-02 17:54:11,laptop,Home,Checkout
SES_00920,USR_00309,2025-11-16 11:28:41,mobile,Home,Product
SES_00921,USR_00060,2025-08-03 15:48:33,mobile,Home,landing
SES_00922,USR_00595,2025-07-02 14:36:59,mobile,Home,Category
SES_00923,USR_00089,2025-04-28 18:46:58,mobile,Home,Category
SES_00924,USR_00477,2025-08-15 15:49:58,mobile,Category,landing
SES_00925,USR_00561,2025-11-13 04:56:54,mobile,Category,Product
SES_00926,USR_00631,2025-07-11 16:03:17,mobile,Home,landing
SES_00927,USR_00365,2025-05-22 14:20:53,mobile,Ad_pdp,landing
SES_00928,USR_00359,2025-11-19 08:25:14,laptop,Home,Category
SES_00929,USR_00765,2025-12-28 10:12:25,mobile,Home,Category
SES_00930,USR_00032,2025-01-27 18:56:56,laptop,Category,landing
SES_00931,USR_00501,2025-05-24 23:49:15,mobile,Home,landing
SES_00932,USR_00498,2025-10-02 19:58:02,tablet,Category,Category
SES_00933,USR_00533,2025-03-16 15:13:15,mobile,Home,landing
SES_00934,USR_00914,2025-06-24 21:15:19,mobile,Category,landing
SES_00935,USR_00850,2025-12-16 13:37:31,mobile,Category,landing
SES_00936,USR_00729,2025-09-20 17:53:44,tablet,Home,Checkout
SES_00937,USR_00302,2025-04-27 22:35:51,mobile,Home,Category
SES_00938,USR_00259,2025-11-22 15:04:03,mobile,Product,landing
SES_00939,USR_00435,2025-06-19 06:49:39,mobile,Home,landing
SES_00940,USR_00368,2025-04-27 11:52:23,tablet,Home,Category
SES_00941,USR_00632,2025-11-17 06:54:28,mobile,Home,Cart
SES_00942,USR_00303,2025-05-21 02:56:07,mobile,Home,landing
SES_00943,USR_00334,2025-08-08 05:36:09,tablet,Category,landing
SES_00944,USR_00768,2025-12-10 11:59:43,tablet,Category,Cart
SES_00945,USR_00469,2025-09-15 13:16:10,laptop,Home,landing
SES_00946,USR_00822,2025-08-31 07:04:11,mobile,Category,landing
SES_00947,USR_00877,2025-06-01 04:27:50,laptop,Home,landing
SES_00948,USR_00038,2025-09-08 07:02:50,mobile,Home,Checkout
SES_00949,USR_00345,2025-10-17 14:28:49,mobile,Category,Category
SES_00950,USR_00643,2025-06-25 19:58:20,laptop,Home,landing
SES_00951,USR_00763,2025-01-26 19:03:51,laptop,Home,Category
SES_00952,USR_00086,2025-08-08 06:21:59,mobile,Ad_pdp,landing
SES_00953,USR_00819,2025-01-18 19:16:03,mobile,Ad_pdp,Cart
SES_00954,USR_00841,2025-11-29 14:01:31,mobile,Home,landing
SES_00955,USR_00027,2025-07-14 00:07:05,laptop,Category,landing
SES_00956,USR_00294,2025-03-13 08:13:21,mobile,Home,landing
SES_00957,USR_00969,2025-05-30 12:43:27,mobile,Home,Category
SES_00958,USR_00025,2025-10-09 02:18:03,mobile,Home,landing
SES_00959,USR_00156,2025-05-24 06:55:29,mobile,Home,Checkout
SES_00960,USR_00304,2025-07-22 19:22:08,mobile,Ad_pdp,Category
SES_00961,USR_00462,2025-02-16 18:52:03,mobile,Home,Category
SES_00962,USR_00045,2025-07-13 07:15:02,mobile,Home,landing
SES_00963,USR_00907,2025-03-13 07:48:00,mobile,Category,Category
SES_00964,USR_00889,2025-09-20 04:32:51,mobile,Category,Product
SES_00965,USR_00722,2025-04-12 21:56:43,mobile,Home,landing
SES_00966,USR_00217,2025-01-07 09:35:31,mobile,Ad_pdp,Category
SES_00967,USR_00080,2025-10-19 17:08:21,mobile,Home,Checkout
SES_00968,USR_00162,2025-12-20 16:01:56,mobile,Ad_pdp,Category
SES_00969,USR_00494,2025-09-17 02:48:09,mobile,Home,Product
SES_00970,USR_00106,2025-03-23 06:05:47,mobile,Home,Category
SES_00971,USR_00920,2025-01-22 11:52:18,mobile,Home,Category
SES_00972,USR_00541,2025-01-09 04:35:09,mobile,Category,landing
SES_00973,USR_00106,2025-12-11 15:15:54,mobile,Home,Category
SES_00974,USR_00715,2025-09-25 03:08:30,tablet,Home,Cart
SES_00975,USR_00735,2025-01-18 12:03:36,mobile,Home,landing
SES_00976,USR_00722,2025-03-16 04:07:54,laptop,Ad_pdp,Checkout
SES_00977,USR_00566,2025-07-23 04:15:20,mobile,Category,Category
SES_00978,USR_00363,2025-04-30 12:12:21,mobile,Product,Category
SES_00979,USR_00740,2025-04-15 17:44:21,mobile,Home,landing
SES_00980,USR_00584,2025-02-06 07:25:37,mobile,Ad_pdp,landing
SES_00981,USR_00780,2025-04-23 04:39:04,tablet,Home,Category
SES_00982,USR_00148,2025-05-26 22:21:07,mobile,Product,landing
SES_00983,USR_00849,2025-09-01 07:35:19,mobile,Product,Category
SES_00984,USR_00594,2025-11-25 16:12:15,mobile,Home,Product
SES_00985,USR_00719,2025-02-27 13:24:55,laptop,Home,landing
SES_00986,USR_00916,2025-11-08 02:34:26,mobile,Home,Category
SES_00987,USR_00972,2025-06-29 21:45:38,laptop,Home,landing
SES_00988,USR_00032,2025-02-08 06:34:29,mobile,Product,landing
SES_00989,USR_00567,2025-12-25 17:35:43,mobile,Ad_pdp,landing
SES_00990,USR_00797,2025-11-30 19:59:06,laptop,Category,landing
SES_00991,USR_00429,2025-05-30 05:24:46,mobile,Home,landing
SES_00992,USR_00189,2025-08-05 19:28:21,mobile,Home,Product
SES_00993,USR_00349,2025-09-07 17:36:41,mobile,Home,Category
SES_00994,USR_00558,2025-03-14 08:36:26,mobile,Category,landing
SES_00995,USR_00220,2025-01-29 11:34:10,mobile,Category,landing
SES_00996,USR_00118,2025-08-18 05:19:56,mobile,Product,Thank_you
SES_00997,USR_00735,2025-12-02 18:02:24,mobile,Category,Category
SES_00998,USR_00024,2025-10-04 17:45:49,mobile,Home,Cart
SES_00999,USR_00003,2025-05-01 22:33:08,mobile,Home,Thank_you
SES_01000,USR_00165,2025-05-01 15:16:11,mobile,Category,landing
SES_01001,USR_00728,2025-06-09 09:18:52,mobile,Home,landing
SES_01002,USR_00666,2025-03-14 21:50:28,mobile,Home,Cart
SES_01003,USR_00892,2025-10-20 01:37:10,laptop,Product,Checkout
SES_01004,USR_00629,2025-11-07 22:01:00,mobile,Ad_pdp,Category
SES_01005,USR_00429,2025-04-29 11:38:36,mobile,Home,Cart
SES_01006,USR_00547,2025-04-16 12:32:57,mobile,Ad_pdp,Category
SES_01007,USR_00613,2025-08-19 14:46:00,mobile,Home,landing
SES_01008,USR_00521,2025-08-16 17:00:47,mobile,Home,landing
SES_01009,USR_00679,2025-12-21 17:23:46,mobile,Home,landing
SES_01010,USR_00288,2025-01-15 03:03:39,mobile,Home,landing
SES_01011,USR_00092,2025-08-09 15:03:02,tablet,Home,landing
SES_01012,USR_00200,2025-04-01 23:57:41,mobile,Home,landing
SES_01013,USR_00740,2025-12-21 03:28:14,mobile,Category,Checkout
SES_01014,USR_00634,2025-06-18 03:22:47,mobile,Category,Product
SES_01015,USR_00717,2025-10-04 11:37:53,mobile,Category,landing
SES_01016,USR_00055,2025-11-22 11:55:38,mobile,Category,Checkout
SES_01017,USR_00504,2025-03-15 18:02:08,mobile,Home,Cart
SES_01018,USR_00354,2025-09-01 01:42:27,tablet,Home,Checkout
SES_01019,USR_00997,2025-06-27 14:24:03,laptop,Home,Category
SES_01020,USR_00090,2025-04-23 19:11:29,mobile,Category,Product
SES_01021,USR_00825,2025-09-05 09:21:00,mobile,Category,Category
SES_01022,USR_00187,2025-03-12 12:30:36,laptop,Category,Cart
SES_01023,USR_00901,2025-01-26 10:01:55,laptop,Home,landing
SES_01024,USR_00236,2025-09-20 18:08:54,mobile,Category,Product
SES_01025,USR_00839,2025-03-10 06:38:30,mobile,Home,landing
SES_01026,USR_00545,2025-07-07 16:37:31,mobile,Category,landing
SES_01027,USR_00147,2025-03-19 23:55:50,mobile,Category,Thank_you
SES_01028,USR_00522,2025-11-24 01:24:04,mobile,Home,landing
SES_01029,USR_00104,2025-03-14 05:40:15,tablet,Product,landing
SES_01030,USR_00722,2025-04-12 02:13:11,mobile,Category,landing
SES_01031,USR_00061,2025-08-28 23:58:04,mobile,Ad_pdp,Product
SES_01032,USR_00166,2025-01-16 11:42:20,laptop,Home,landing
SES_01033,USR_00936,2025-08-06 21:37:43,mobile,Home,Category
SES_01034,USR_00894,2025-07-06 12:24:29,mobile,Home,landing
SES_01035,USR_00268,2025-09-12 11:17:38,mobile,Category,landing
SES_01036,USR_00424,2025-12-20 16:34:00,mobile,Ad_pdp,Category
SES_01037,USR_00651,2025-06-24 17:23:18,mobile,Home,landing
SES_01038,USR_00951,2025-11-02 16:17:59,mobile,Home,landing
SES_01039,USR_00623,2025-11-08 05:50:43,mobile,Home,Product
SES_01040,USR_00129,2025-10-08 04:51:43,mobile,Product,Product
SES_01041,USR_00413,2025-08-08 23:14:46,tablet,Category,Checkout
SES_01042,USR_00410,2025-07-24 17:51:27,mobile,Ad_pdp,Category
SES_01043,USR_00052,2025-06-18 19:38:47,mobile,Ad_pdp,Product
SES_01044,USR_00218,2025-10-28 00:17:35,mobile,Ad_pdp,Product
SES_01045,USR_00190,2025-03-06 05:17:19,tablet,Home,landing
SES_01046,USR_00969,2025-07-14 11:13:56,mobile,Home,landing
SES_01047,USR_00291,2025-03-12 18:20:47,laptop,Home,Checkout
SES_01048,USR_00122,2025-08-12 02:58:04,laptop,Home,Product
SES_01049,USR_00085,2025-05-17 02:38:02,mobile,Home,Checkout
SES_01050,USR_00562,2025-07-21 04:18:06,laptop,Category,landing
SES_01051,USR_00730,2025-01-18 21:58:54,mobile,Product,Category
SES_01052,USR_00888,2025-07-03 14:28:35,tablet,Category,Product
SES_01053,USR_00617,2025-07-24 01:30:16,tablet,Product,Category
SES_01054,USR_00213,2025-09-26 10:34:57,mobile,Home,landing
SES_01055,USR_00273,2025-04-16 22:16:34,mobile,Category,landing
SES_01056,USR_00742,2025-09-11 18:12:19,mobile,Home,landing
SES_01057,USR_00857,2025-08-24 08:00:03,mobile,Category,Category
SES_01058,USR_00982,2025-12-28 01:12:58,mobile,Home,Cart
SES_01059,USR_00140,2025-04-28 23:42:50,tablet,Product,Thank_you
SES_01060,USR_00912,2025-11-18 07:50:16,mobile,Home,landing
SES_01061,USR_00393,2025-02-04 13:19:49,mobile,Home,landing
SES_01062,USR_00492,2025-06-05 12:19:32,mobile,Product,landing
SES_01063,USR_00958,2025-05-16 10:58:28,mobile,Home,landing
SES_01064,USR_00267,2025-06-30 05:19:35,mobile,Home,Category
SES_01065,USR_00233,2025-12-11 09:51:34,mobile,Home,landing
SES_01066,USR_00305,2025-02-26 12:56:50,mobile,Home,landing
SES_01067,USR_00170,2025-02-22 17:02:48,mobile,Home,Cart
SES_01068,USR_00820,2025-09-27 08:54:56,tablet,Category,Checkout
SES_01069,USR_00149,2025-06-27 23:25:16,mobile,Home,Category
SES_01070,USR_00141,2025-12-17 05:57:59,mobile,Category,Category
SES_01071,USR_00013,2025-10-02 10:32:24,mobile,Product,Product
SES_01072,USR_00204,2025-02-25 08:39:29,mobile,Home,landing
SES_01073,USR_00717,2025-12-10 17:29:35,mobile,Product,landing
SES_01074,USR_00401,2025-07-08 21:36:23,mobile,Ad_pdp,Category
SES_01075,USR_00151,2025-01-03 06:42:00,mobile,Home,landing
SES_01076,USR_00953,2025-09-20 06:18:21,mobile,Home,Checkout
SES_01077,USR_00457,2025-11-21 16:03:42,tablet,Category,Product
SES_01078,USR_00914,2025-02-25 03:12:11,mobile,Home,Cart
SES_01079,USR_00209,2025-02-25 22:28:57,mobile,Category,Product
SES_01080,USR_00536,2025-08-06 19:02:21,laptop,Product,landing
SES_01081,USR_00417,2025-11-23 03:44:14,mobile,Product,landing
SES_01082,USR_00974,2025-10-01 10:42:37,laptop,Home,landing
SES_01083,USR_00027,2025-06-30 03:00:36,mobile,Home,Product
SES_01084,USR_00276,2025-05-20 07:17:16,mobile,Home,landing
SES_01085,USR_00650,2025-11-25 03:08:58,mobile,Category,Thank_you
SES_01086,USR_00086,2025-10-09 10:16:19,mobile,Category,Cart
SES_01087,USR_00405,2025-07-18 13:54:42,mobile,Home,landing
SES_01088,USR_00022,2025-08-05 14:21:39,tablet,Home,Cart
SES_01089,USR_00850,2025-05-03 19:34:41,mobile,Home,landing
SES_01090,USR_00493,2025-11-23 08:12:32,mobile,Category,Cart
SES_01091,USR_00482,2025-02-01 16:52:33,mobile,Home,landing
SES_01092,USR_00402,2025-09-03 23:14:23,mobile,Category,Category
SES_01093,USR_00358,2025-01-16 21:50:44,mobile,Product,landing
SES_01094,USR_00270,2025-07-04 12:33:27,mobile,Home,Product
SES_01095,USR_00579,2025-03-18 21:45:19,mobile,Product,Product
SES_01096,USR_00238,2025-01-14 07:41:41,mobile,Category,Checkout
SES_01097,USR_00419,2025-01-12 19:35:02,mobile,Category,landing
SES_01098,USR_00551,2025-12-12 19:41:19,tablet,Home,Checkout
SES_01099,USR_00778,2025-05-16 23:07:46,mobile,Home,Category
SES_01100,USR_00414,2025-05-29 08:13:46,mobile,Product,landing
SES_01101,USR_00912,2025-10-14 00:10:46,mobile,Home,Product
SES_01102,USR_00753,2025-06-24 19:46:05,mobile,Home,landing
SES_01103,USR_00206,2025-03-18 07:09:04,tablet,Home,landing
SES_01104,USR_00029,2025-01-19 15:09:03,mobile,Category,landing
SES_01105,USR_00475,2025-04-04 17:01:36,mobile,Category,Category
SES_01106,USR_00308,2025-09-23 10:12:10,mobile,Category,landing
SES_01107,USR_00326,2025-04-09 16:30:11,mobile,Home,Category
SES_01108,USR_00398,2025-04-24 19:51:47,mobile,Home,landing
SES_01109,USR_00709,2025-02-24 10:19:06,laptop,Home,Category
SES_01110,USR_00650,2025-05-07 15:59:26,mobile,Ad_pdp,landing
SES_01111,USR_00030,2025-01-16 15:15:30,mobile,Product,Product
SES_01112,USR_00427,2025-10-19 12:27:50,laptop,Home,landing
SES_01113,USR_00540,2025-12-09 14:53:20,mobile,Ad_pdp,Checkout
SES_01114,USR_00163,2025-09-17 00:55:12,mobile,Home,Product
SES_01115,USR_00959,2025-12-25 07:25:12,mobile,Product,Cart
SES_01116,USR_00399,2025-10-28 22:55:00,mobile,Home,Category
SES_01117,USR_00405,2025-05-20 21:34:17,mobile,Category,landing
SES_01118,USR_00282,2025-09-28 16:13:44,mobile,Home,Category
SES_01119,USR_00619,2025-10-17 18:23:44,tablet,Home,landing
SES_01120,USR_00849,2025-10-22 12:39:06,mobile,Home,landing
SES_01121,USR_00517,2025-11-01 04:53:13,mobile,Ad_pdp,Product
SES_01122,USR_00543,2025-11-24 19:59:28,laptop,Home,landing
SES_01123,USR_00936,2025-03-01 22:48:41,mobile,Home,landing
SES_01124,USR_00878,2025-05-29 00:52:40,mobile,Home,Checkout
SES_01125,USR_00115,2025-08-02 15:13:01,tablet,Home,Product
SES_01126,USR_00350,2025-11-08 07:33:57,laptop,Product,Checkout
SES_01127,USR_00224,2025-06-03 17:38:04,tablet,Ad_pdp,landing
SES_01128,USR_00458,2025-05-03 04:36:33,mobile,Ad_pdp,Thank_you
SES_01129,USR_00450,2025-10-08 12:07:26,mobile,Home,Product
SES_01130,USR_00881,2025-05-09 11:14:12,mobile,Category,landing
SES_01131,USR_00538,2025-03-29 19:52:19,mobile,Category,Product
SES_01132,USR_00020,2025-10-07 15:54:24,mobile,Ad_pdp,Category
SES_01133,USR_00652,2025-01-07 20:32:22,mobile,Category,Category
SES_01134,USR_00739,2025-11-18 11:26:38,mobile,Home,landing
SES_01135,USR_00497,2025-10-13 08:19:18,mobile,Ad_pdp,landing
SES_01136,USR_00249,2025-11-05 05:20:52,mobile,Product,Product
SES_01137,USR_00234,2025-07-27 20:16:15,mobile,Category,Category
SES_01138,USR_00327,2025-11-11 11:24:59,tablet,Home,Cart
SES_01139,USR_00400,2025-04-23 11:40:31,mobile,Home,Cart
SES_01140,USR_00554,2025-09-16 09:24:43,mobile,Home,landing
SES_01141,USR_00854,2025-01-30 19:55:26,mobile,Home,landing
SES_01142,USR_00247,2025-09-14 06:11:01,mobile,Home,Checkout
SES_01143,USR_00502,2025-02-04 14:22:41,mobile,Product,landing
SES_01144,USR_00218,2025-02-16 22:02:00,mobile,Category,landing
SES_01145,USR_00976,2025-05-04 07:35:24,mobile,Category,landing
SES_01146,USR_00810,2025-05-07 05:47:05,mobile,Home,Product
SES_01147,USR_00237,2025-12-14 05:02:49,mobile,Category,Category
SES_01148,USR_00920,2025-11-30 19:46:10,laptop,Ad_pdp,landing
SES_01149,USR_00072,2025-10-05 19:43:01,mobile,Category,Checkout
SES_01150,USR_00283,2025-03-16 03:56:09,mobile,Home,landing
SES_01151,USR_00684,2025-04-22 21:37:22,tablet,Home,Product
SES_01152,USR_00224,2025-12-18 09:54:12,mobile,Ad_pdp,Category
SES_01153,USR_00374,2025-10-02 14:33:11,mobile,Home,landing
SES_01154,USR_00114,2025-04-15 11:03:24,tablet,Product,landing
SES_01155,USR_00502,2025-09-20 22:02:20,laptop,Category,Product
SES_01156,USR_00743,2025-06-21 06:06:11,mobile,Product,Product
SES_01157,USR_00211,2025-03-10 23:23:11,mobile,Home,landing
SES_01158,USR_00069,2025-07-03 03:17:32,mobile,Home,Checkout
SES_01159,USR_00355,2025-09-05 16:01:07,mobile,Category,landing
SES_01160,USR_00101,2025-03-19 16:24:42,laptop,Category,Category
SES_01161,USR_00495,2025-08-09 07:48:56,mobile,Ad_pdp,Category
SES_01162,USR_00377,2025-04-20 00:41:35,mobile,Home,landing
SES_01163,USR_00226,2025-10-11 17:50:49,mobile,Category,Cart
SES_01164,USR_00580,2025-10-04 02:00:29,laptop,Category,landing
SES_01165,USR_00930,2025-12-09 03:29:37,mobile,Product,Category
SES_01166,USR_00063,2025-03-06 03:31:42,laptop,Home,landing
SES_01167,USR_00157,2025-05-09 19:45:20,mobile,Home,Category
SES_01168,USR_00305,2025-07-13 15:23:13,mobile,Product,landing
SES_01169,USR_00497,2025-07-03 10:10:37,mobile,Home,Category
SES_01170,USR_00359,2025-03-25 16:18:18,mobile,Home,landing
SES_01171,USR_00154,2025-11-06 19:20:05,mobile,Ad_pdp,landing
